Instant,Datetime,Season,Year,Month,Hour,Holiday,Weekday,Weather,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total_Count,Week_name,Month_name,Weather_condition
649,2011-01-30,1,0,1,8,0,0,2,0.14,0.2121,0.86,0.0,1,11,12,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
650,2011-01-30,1,0,1,9,0,0,2,0.16,0.2273,0.8,0.0,4,34,38,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
651,2011-01-30,1,0,1,10,0,0,2,0.18,0.2424,0.8,0.0,7,57,64,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
652,2011-01-30,1,0,1,11,0,0,1,0.22,0.2727,0.75,0.0,9,50,59,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
653,2011-01-30,1,0,1,12,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
654,2011-01-30,1,0,1,13,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
655,2011-01-30,1,0,1,14,0,0,1,0.28,0.303,0.61,0.0896,18,104,122,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
656,2011-01-30,1,0,1,15,0,0,1,0.3,0.3333,0.56,0.0,14,95,109,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
657,2011-01-30,1,0,1,16,0,0,1,0.3,0.3333,0.56,0.0,19,104,123,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
658,2011-01-30,1,0,1,17,0,0,1,0.3,0.2879,0.56,0.194,6,71,77,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
659,2011-01-30,1,0,1,18,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
660,2011-01-30,1,0,1,19,0,0,1,0.26,0.2576,0.65,0.194,9,46,55,Sun,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
661,2011-01-30,1,0,1,20,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
662,2011-01-30,1,0,1,21,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
663,2011-01-30,1,0,1,22,0,0,2,0.24,0.2273,0.7,0.194,2,19,21,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
664,2011-01-30,1,0,1,23,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21,Sun,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
665,2011-01-31,1,0,1,0,0,1,2,0.24,0.2273,0.65,0.2239,1,6,7,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
666,2011-01-31,1,0,1,1,0,1,1,0.22,0.2121,0.64,0.2537,2,5,7,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
667,2011-01-31,1,0,1,2,0,1,1,0.22,0.2273,0.64,0.194,0,1,1,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
668,2011-01-31,1,0,1,3,0,1,1,0.22,0.2273,0.64,0.194,0,2,2,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
669,2011-01-31,1,0,1,4,0,1,1,0.2,0.197,0.59,0.2239,0,2,2,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
670,2011-01-31,1,0,1,5,0,1,1,0.18,0.1667,0.64,0.2836,0,8,8,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
671,2011-01-31,1,0,1,6,0,1,1,0.16,0.1364,0.69,0.3284,0,37,37,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
672,2011-01-31,1,0,1,7,0,1,2,0.16,0.1364,0.64,0.2836,1,71,72,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
673,2011-01-31,1,0,1,8,0,1,2,0.16,0.1364,0.59,0.2836,3,182,185,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
674,2011-01-31,1,0,1,9,0,1,2,0.16,0.1364,0.59,0.2985,0,112,112,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
675,2011-01-31,1,0,1,10,0,1,2,0.16,0.1515,0.59,0.194,1,68,69,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
676,2011-01-31,1,0,1,11,0,1,2,0.16,0.1515,0.59,0.194,2,46,48,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
677,2011-01-31,1,0,1,12,0,1,2,0.18,0.2121,0.55,0.1045,6,62,68,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
678,2011-01-31,1,0,1,13,0,1,2,0.16,0.2273,0.59,0.0,2,52,54,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
679,2011-01-31,1,0,1,14,0,1,2,0.18,0.197,0.55,0.1343,1,85,86,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
680,2011-01-31,1,0,1,15,0,1,2,0.16,0.1818,0.59,0.1343,3,41,44,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
681,2011-01-31,1,0,1,16,0,1,2,0.16,0.1818,0.56,0.194,3,83,86,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
682,2011-01-31,1,0,1,17,0,1,2,0.16,0.1515,0.59,0.194,6,155,161,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
683,2011-01-31,1,0,1,18,0,1,2,0.16,0.1515,0.55,0.2239,3,153,156,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
684,2011-01-31,1,0,1,19,0,1,1,0.3,0.3182,0.61,0.1045,3,108,111,Mon,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
685,2011-01-31,1,0,1,20,0,1,3,0.16,0.1667,0.59,0.1642,0,78,78,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
686,2011-01-31,1,0,1,21,0,1,3,0.16,0.197,0.59,0.0896,3,53,56,Mon,Jan,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
687,2011-01-31,1,0,1,22,0,1,2,0.16,0.1818,0.59,0.1045,0,34,34,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
688,2011-01-31,1,0,1,23,0,1,2,0.16,0.197,0.64,0.0896,2,15,17,Mon,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
689,2011-01-02,1,0,2,0,0,2,2,0.16,0.1818,0.64,0.1045,2,6,8,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
690,2011-01-02,1,0,2,1,0,2,2,0.16,0.1818,0.69,0.1045,0,3,3,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
691,2011-01-02,1,0,2,2,0,2,2,0.16,0.2273,0.69,0.0,0,2,2,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
692,2011-01-02,1,0,2,3,0,2,2,0.16,0.2273,0.69,0.0,0,2,2,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
693,2011-01-02,1,0,2,5,0,2,3,0.14,0.2121,0.93,0.0,0,3,3,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
694,2011-01-02,1,0,2,6,0,2,3,0.14,0.2121,0.93,0.0,0,22,22,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
695,2011-01-02,1,0,2,7,0,2,3,0.16,0.2273,0.93,0.0,0,52,52,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
696,2011-01-02,1,0,2,8,0,2,3,0.16,0.2273,0.93,0.0,3,132,135,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
697,2011-01-02,1,0,2,9,0,2,2,0.16,0.2273,0.93,0.0,2,114,116,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
698,2011-01-02,1,0,2,10,0,2,2,0.16,0.2273,0.93,0.0,0,47,47,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
699,2011-01-02,1,0,2,11,0,2,2,0.18,0.2424,0.86,0.0,2,49,51,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
700,2011-01-02,1,0,2,12,0,2,2,0.2,0.2576,0.86,0.0,2,53,55,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
701,2011-01-02,1,0,2,13,0,2,2,0.2,0.2576,0.86,0.0,3,49,52,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
702,2011-01-02,1,0,2,14,0,2,2,0.22,0.2576,0.8,0.0896,5,49,54,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
703,2011-01-02,1,0,2,15,0,2,2,0.24,0.2879,0.75,0.0,7,45,52,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
704,2011-01-02,1,0,2,16,0,2,2,0.24,0.2424,0.75,0.1343,3,61,64,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
705,2011-01-02,1,0,2,17,0,2,2,0.24,0.2879,0.75,0.0,4,172,176,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
706,2011-01-02,1,0,2,18,0,2,2,0.24,0.2576,0.81,0.1045,3,165,168,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
707,2011-01-02,1,0,2,19,0,2,2,0.24,0.2424,0.81,0.1343,3,105,108,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
708,2011-01-02,1,0,2,20,0,2,2,0.22,0.2273,0.87,0.1343,5,69,74,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
709,2011-01-02,1,0,2,21,0,2,2,0.22,0.2273,0.87,0.1343,0,64,64,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
710,2011-01-02,1,0,2,22,0,2,2,0.22,0.2576,0.87,0.0896,2,34,36,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
711,2011-01-02,1,0,2,23,0,2,3,0.2,0.197,0.93,0.194,1,15,16,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
712,2011-02-02,1,0,2,0,0,3,3,0.22,0.2424,0.93,0.1045,0,2,2,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
713,2011-02-02,1,0,2,1,0,3,3,0.22,0.2273,0.93,0.194,0,3,3,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
714,2011-02-02,1,0,2,2,0,3,3,0.22,0.2273,0.93,0.1343,4,0,4,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
715,2011-02-02,1,0,2,3,0,3,3,0.22,0.2273,0.93,0.1343,0,1,1,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
716,2011-02-02,1,0,2,4,0,3,3,0.22,0.2121,0.93,0.2836,0,1,1,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
717,2011-02-02,1,0,2,5,0,3,3,0.22,0.2424,0.93,0.1045,0,3,3,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
718,2011-02-02,1,0,2,6,0,3,3,0.22,0.2424,0.93,0.1045,1,17,18,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
719,2011-02-02,1,0,2,7,0,3,3,0.22,0.2121,0.93,0.2239,1,48,49,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
720,2011-02-02,1,0,2,8,0,3,3,0.22,0.2121,0.93,0.2239,1,154,155,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
721,2011-02-02,1,0,2,9,0,3,2,0.24,0.2576,0.93,0.0896,4,119,123,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
722,2011-02-02,1,0,2,10,0,3,2,0.22,0.2727,1.0,0.0,2,59,61,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
723,2011-02-02,1,0,2,11,0,3,2,0.24,0.2273,0.93,0.194,5,47,52,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
724,2011-02-02,1,0,2,12,0,3,2,0.24,0.2273,0.93,0.2239,3,61,64,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
725,2011-02-02,1,0,2,13,0,3,1,0.34,0.3333,0.93,0.1642,1,74,75,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
726,2011-02-02,1,0,2,14,0,3,1,0.38,0.3939,0.82,0.3881,2,61,63,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
727,2011-02-02,1,0,2,15,0,3,1,0.38,0.3939,0.76,0.3284,10,66,76,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
728,2011-02-02,1,0,2,16,0,3,1,0.36,0.3333,0.71,0.2985,8,95,103,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
729,2011-02-02,1,0,2,17,0,3,1,0.36,0.3182,0.53,0.5224,7,183,190,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
730,2011-02-02,1,0,2,18,0,3,1,0.34,0.2879,0.42,0.5522,7,175,182,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
731,2011-02-02,1,0,2,19,0,3,1,0.28,0.2424,0.45,0.4925,3,88,91,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
732,2011-02-02,1,0,2,20,0,3,1,0.24,0.197,0.48,0.5522,4,71,75,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
733,2011-02-02,1,0,2,21,0,3,1,0.22,0.197,0.47,0.3284,1,62,63,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
734,2011-02-02,1,0,2,22,0,3,1,0.22,0.2121,0.44,0.2537,5,35,40,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
735,2011-02-02,1,0,2,23,0,3,1,0.2,0.1667,0.44,0.4478,3,29,32,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
736,2011-03-02,1,0,2,0,0,4,1,0.2,0.1667,0.4,0.4478,1,11,12,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
737,2011-03-02,1,0,2,1,0,4,1,0.2,0.1515,0.44,0.5224,0,5,5,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
738,2011-03-02,1,0,2,2,0,4,1,0.18,0.1667,0.43,0.2537,0,2,2,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
739,2011-03-02,1,0,2,3,0,4,1,0.18,0.1667,0.43,0.2537,0,1,1,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
740,2011-03-02,1,0,2,5,0,4,1,0.16,0.1364,0.5,0.2985,0,2,2,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
741,2011-03-02,1,0,2,6,0,4,1,0.16,0.1364,0.43,0.3582,0,39,39,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
742,2011-03-02,1,0,2,7,0,4,1,0.14,0.1212,0.5,0.3284,1,86,87,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
743,2011-03-02,1,0,2,8,0,4,1,0.14,0.1212,0.5,0.3582,4,184,188,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
744,2011-03-02,1,0,2,9,0,4,1,0.16,0.1364,0.47,0.2985,6,127,133,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
745,2011-03-02,1,0,2,10,0,4,1,0.18,0.1515,0.43,0.3284,2,50,52,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
746,2011-03-02,1,0,2,11,0,4,1,0.18,0.1364,0.43,0.4478,9,55,64,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
747,2011-03-02,1,0,2,12,0,4,1,0.2,0.1818,0.4,0.3582,2,67,69,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
748,2011-03-02,1,0,2,13,0,4,1,0.2,0.1667,0.4,0.4179,4,47,51,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
749,2011-03-02,1,0,2,14,0,4,1,0.22,0.197,0.37,0.3881,4,43,47,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
750,2011-03-02,1,0,2,15,0,4,1,0.22,0.197,0.37,0.3284,4,56,60,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
751,2011-03-02,1,0,2,16,0,4,1,0.22,0.2121,0.37,0.2537,5,73,78,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
752,2011-03-02,1,0,2,17,0,4,1,0.2,0.197,0.4,0.194,5,170,175,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
753,2011-03-02,1,0,2,18,0,4,1,0.2,0.2121,0.4,0.1642,2,145,147,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
754,2011-03-02,1,0,2,19,0,4,1,0.2,0.2576,0.4,0.0,4,92,96,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
755,2011-03-02,1,0,2,20,0,4,1,0.2,0.2273,0.47,0.0896,1,108,109,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
756,2011-03-02,1,0,2,21,0,4,1,0.18,0.2121,0.55,0.1045,1,53,54,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
757,2011-03-02,1,0,2,22,0,4,1,0.18,0.2121,0.51,0.0896,2,39,41,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
758,2011-03-02,1,0,2,23,0,4,1,0.2,0.2273,0.47,0.1045,4,34,38,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
759,2011-04-02,1,0,2,0,0,5,2,0.2,0.2576,0.44,0.0,3,10,13,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
760,2011-04-02,1,0,2,1,0,5,2,0.16,0.2273,0.59,0.0,0,7,7,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
761,2011-04-02,1,0,2,2,0,5,2,0.14,0.1667,0.63,0.1045,0,1,1,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
762,2011-04-02,1,0,2,3,0,5,2,0.14,0.1667,0.63,0.1045,0,1,1,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
763,2011-04-02,1,0,2,5,0,5,2,0.14,0.1515,0.63,0.1343,0,7,7,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
764,2011-04-02,1,0,2,6,0,5,2,0.16,0.2273,0.55,0.0,2,26,28,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
765,2011-04-02,1,0,2,7,0,5,1,0.14,0.2121,0.59,0.0,0,87,87,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
766,2011-04-02,1,0,2,8,0,5,1,0.14,0.1515,0.74,0.1343,3,217,220,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
767,2011-04-02,1,0,2,9,0,5,2,0.16,0.1818,0.8,0.1343,3,124,127,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
768,2011-04-02,1,0,2,10,0,5,2,0.2,0.2121,0.51,0.1343,5,46,51,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
769,2011-04-02,1,0,2,11,0,5,1,0.22,0.2273,0.51,0.1642,3,61,64,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
770,2011-04-02,1,0,2,12,0,5,2,0.24,0.2424,0.48,0.1642,8,78,86,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
771,2011-04-02,1,0,2,13,0,5,2,0.26,0.2576,0.5,0.2239,9,73,82,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
772,2011-04-02,1,0,2,14,0,5,2,0.28,0.2727,0.45,0.1642,15,76,91,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
773,2011-04-02,1,0,2,15,0,5,2,0.28,0.2727,0.48,0.2537,9,81,90,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
774,2011-04-02,1,0,2,16,0,5,2,0.3,0.2879,0.42,0.2239,8,91,99,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
775,2011-04-02,1,0,2,17,0,5,2,0.26,0.2727,0.56,0.1343,10,195,205,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
776,2011-04-02,1,0,2,18,0,5,2,0.24,0.2576,0.6,0.1045,3,152,155,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
777,2011-04-02,1,0,2,19,0,5,2,0.24,0.2424,0.65,0.1343,1,102,103,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
778,2011-04-02,1,0,2,20,0,5,2,0.24,0.2424,0.65,0.1642,2,69,71,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
779,2011-04-02,1,0,2,21,0,5,2,0.24,0.2424,0.7,0.1642,2,41,43,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
780,2011-04-02,1,0,2,22,0,5,2,0.24,0.2424,0.65,0.1642,1,45,46,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
781,2011-04-02,1,0,2,23,0,5,2,0.24,0.2424,0.7,0.1343,1,30,31,Fri,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
782,2011-05-02,1,0,2,0,0,6,2,0.24,0.2424,0.7,0.1642,3,36,39,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
783,2011-05-02,1,0,2,1,0,6,2,0.24,0.2424,0.65,0.1642,1,17,18,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
784,2011-05-02,1,0,2,2,0,6,2,0.24,0.2424,0.75,0.1642,5,12,17,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
785,2011-05-02,1,0,2,3,0,6,2,0.24,0.2424,0.75,0.1642,1,10,11,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
786,2011-05-02,1,0,2,4,0,6,3,0.22,0.2273,0.93,0.1343,0,8,8,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
787,2011-05-02,1,0,2,5,0,6,3,0.2,0.2273,1.0,0.0896,0,9,9,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
788,2011-05-02,1,0,2,6,0,6,3,0.2,0.2576,1.0,0.0,0,4,4,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
789,2011-05-02,1,0,2,7,0,6,3,0.22,0.2576,0.93,0.0896,0,4,4,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
790,2011-05-02,1,0,2,8,0,6,3,0.2,0.2273,1.0,0.0896,0,10,10,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
791,2011-05-02,1,0,2,9,0,6,3,0.2,0.2273,1.0,0.0896,3,17,20,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
792,2011-05-02,1,0,2,10,0,6,3,0.2,0.2121,1.0,0.1343,3,31,34,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
793,2011-05-02,1,0,2,11,0,6,3,0.22,0.2273,1.0,0.1343,1,46,47,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
794,2011-05-02,1,0,2,12,0,6,3,0.22,0.2273,1.0,0.1642,10,42,52,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
795,2011-05-02,1,0,2,13,0,6,3,0.22,0.2273,1.0,0.1642,10,62,72,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
796,2011-05-02,1,0,2,14,0,6,3,0.22,0.2727,1.0,0.0,5,50,55,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
797,2011-05-02,1,0,2,15,0,6,3,0.22,0.2727,1.0,0.0,11,49,60,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
798,2011-05-02,1,0,2,16,0,6,3,0.22,0.2273,1.0,0.1343,8,63,71,Sat,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
799,2011-05-02,1,0,2,17,0,6,2,0.24,0.2121,1.0,0.2836,14,64,78,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
800,2011-05-02,1,0,2,18,0,6,2,0.28,0.2424,0.93,0.4478,2,81,83,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
801,2011-05-02,1,0,2,19,0,6,2,0.28,0.2424,0.93,0.4478,6,78,84,Sat,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
802,2011-05-02,1,0,2,20,0,6,1,0.3,0.2879,0.87,0.2537,5,64,69,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
